BillingAccountId,ChargePeriodStart,ChargePeriodEnd,ProviderName,ServiceCategory,ServiceName,ResourceId,ResourceName,ResourceType,RegionId,ConsumedQuantity,ConsumedUnit,PricingCategory,ListCost,BilledCost,EffectiveCost,BillingCurrency,Tags,x_UtilizationPct
acct-0001,2026-05-29T00:00:00Z,2026-05-30T00:00:00Z,GCP,Storage,Cloud Storage,gcs-data,gcs-data,Standard,us-central1,982.4,GB-Month,On-Demand,19.6483,19.6483,19.6483,USD,"{""env"":""prod"",""team"":""data""}",
acct-0001,2026-05-29T00:00:00Z,2026-05-30T00:00:00Z,GCP,Storage,Cloud Storage,gcs-archive,gcs-archive,Standard,us-central1,688,GB-Month,On-Demand,13.7603,13.7603,13.7603,USD,"{""env"":""prod"",""team"":""platform""}",
acct-0001,2026-05-29T00:00:00Z,2026-05-30T00:00:00Z,GCP,Compute,Cloud Run,run-svcs,cloud-run,2 vCPU,us-central1,192,Hours,On-Demand,12.0371,12.0371,12.0371,USD,"{""env"":""prod"",""team"":""api""}",41.8
acct-0001,2026-05-29T00:00:00Z,2026-05-30T00:00:00Z,GCP,Networking,Network Egress,egress,egress,Outbound,us-central1,25.98,USD,On-Demand,25.9822,25.9822,25.9822,USD,"{""env"":""prod"",""team"":""platform""}",
acct-0001,2026-05-30T00:00:00Z,2026-05-31T00:00:00Z,AWS,Compute,Amazon EC2,i-0a1prodapi,prod-api-cluster,m5.2xlarge,us-east-1,96,Hours,Committed,36.0122,21.6073,21.6073,USD,"{""env"":""prod"",""team"":""api""}",66.7
acct-0001,2026-05-30T00:00:00Z,2026-05-31T00:00:00Z,AWS,Compute,Amazon EC2,i-0b2prodweb,prod-web-asg,c5.xlarge,us-east-1,144,Hours,On-Demand,30.1623,30.1623,30.1623,USD,"{""env"":""prod"",""team"":""web""}",38.9
acct-0001,2026-05-30T00:00:00Z,2026-05-31T00:00:00Z,AWS,Compute,Amazon EC2,i-0c3staging,staging-servers,m5.xlarge,us-east-1,72,Hours,On-Demand,14.9512,14.9512,14.9512,USD,"{""env"":""staging"",""team"":""web""}",15.7
acct-0001,2026-05-30T00:00:00Z,2026-05-31T00:00:00Z,AWS,Compute,Amazon EC2,i-0d4dev,dev-instances,t3.large,us-west-2,192,Hours,On-Demand,17.5852,17.5852,17.5852,USD,"{""env"":""dev"",""team"":""platform""}",15.6
acct-0001,2026-05-30T00:00:00Z,2026-05-31T00:00:00Z,AWS,Databases,Amazon RDS,db-prod-primary,prod-database,db.r5.2xlarge,us-east-1,56.88,USD,On-Demand,56.8803,56.8803,56.8803,USD,"{""env"":""prod"",""team"":""data""}",53.0
acct-0001,2026-05-30T00:00:00Z,2026-05-31T00:00:00Z,AWS,Databases,Amazon RDS,db-analytics,analytics-db,db.r5.xlarge,us-east-1,13.24,USD,On-Demand,13.2372,13.2372,13.2372,USD,"{""env"":""prod"",""team"":""data""}",21.3
acct-0001,2026-05-30T00:00:00Z,2026-05-31T00:00:00Z,AWS,Storage,Amazon S3,s3-app-data,app-data,Standard,us-east-1,521.9,GB-Month,On-Demand,10.4377,10.4377,10.4377,USD,"{""env"":""prod"",""team"":""data""}",
acct-0001,2026-05-30T00:00:00Z,2026-05-31T00:00:00Z,AWS,Storage,Amazon S3,s3-logs-archive,logs-archive,Standard,us-east-1,1895.4,GB-Month,On-Demand,37.9090,37.9090,37.9090,USD,"{""env"":""prod"",""team"":""platform""}",
acct-0001,2026-05-30T00:00:00Z,2026-05-31T00:00:00Z,AWS,Databases,Amazon ElastiCache,cache-prod,prod-cache,cache.r6g.xlarge,us-east-1,22.22,USD,On-Demand,22.2245,22.2245,22.2245,USD,"{""env"":""prod"",""team"":""api""}",48.3
acct-0001,2026-05-30T00:00:00Z,2026-05-31T00:00:00Z,AWS,Compute,AWS Lambda,fn-api,api-functions,1024 MB,us-east-1,6.48,USD,On-Demand,6.4799,6.4799,6.4799,USD,"{""env"":""prod"",""team"":""api""}",
acct-0001,2026-05-30T00:00:00Z,2026-05-31T00:00:00Z,AWS,Networking,Amazon CloudFront,cf-dist,cdn-distribution,Global,global,14.85,USD,On-Demand,14.8491,14.8491,14.8491,USD,"{""env"":""prod"",""team"":""web""}",
acct-0001,2026-05-30T00:00:00Z,2026-05-31T00:00:00Z,AWS,Networking,AWS Data Transfer,dt-out,data-transfer,Outbound,us-east-1,42.13,USD,On-Demand,42.1285,42.1285,42.1285,USD,"{""env"":""prod"",""team"":""platform""}",
acct-0001,2026-05-30T00:00:00Z,2026-05-31T00:00:00Z,Azure,Compute,Virtual Machines,vm-prod,prod-vms,Standard_D4s_v3,eastus,120,Hours,Committed,25.1668,15.1001,15.1001,USD,"{""env"":""prod"",""team"":""web""}",51.6
acct-0001,2026-05-30T00:00:00Z,2026-05-31T00:00:00Z,Azure,Compute,Azure Kubernetes Service,aks-prod,aks-cluster,Standard_D8s_v3,eastus,72,Hours,On-Demand,28.5865,28.5865,28.5865,USD,"{""env"":""prod"",""team"":""api""}",49.9
acct-0001,2026-05-30T00:00:00Z,2026-05-31T00:00:00Z,Azure,Compute,Virtual Machines,vm-staging,staging-vms,Standard_B4ms,eastus,96,Hours,On-Demand,18.0257,18.0257,18.0257,USD,"{""env"":""staging"",""team"":""web""}",10.3
acct-0001,2026-05-30T00:00:00Z,2026-05-31T00:00:00Z,Azure,Databases,Azure SQL Database,sql-primary,sql-primary,BC_Gen5_8,eastus,74.38,USD,On-Demand,74.3849,74.3849,74.3849,USD,"{""env"":""prod"",""team"":""data""}",39.6
acct-0001,2026-05-30T00:00:00Z,2026-05-31T00:00:00Z,Azure,Databases,Azure Cosmos DB,cosmos-main,cosmos-db,400 RU/s,eastus,20.26,USD,On-Demand,20.2590,20.2590,20.2590,USD,"{""env"":""prod"",""team"":""api""}",26.1
acct-0001,2026-05-30T00:00:00Z,2026-05-31T00:00:00Z,Azure,Storage,Azure Blob Storage,blob-data,blob-storage,Hot,eastus,1328.3,GB-Month,On-Demand,26.5664,26.5664,26.5664,USD,"{""env"":""prod"",""team"":""data""}",
acct-0001,2026-05-30T00:00:00Z,2026-05-31T00:00:00Z,Azure,Storage,Azure Blob Storage,blob-archive,archive-storage,Hot,eastus,1718.7,GB-Month,On-Demand,34.3744,34.3744,34.3744,USD,"{""env"":""prod"",""team"":""platform""}",
acct-0001,2026-05-30T00:00:00Z,2026-05-31T00:00:00Z,Azure,Compute,App Service,app-svc,app-service,P2v3,eastus,48,Hours,On-Demand,21.5882,21.5882,21.5882,USD,"{""env"":""prod"",""team"":""web""}",42.3
acct-0001,2026-05-30T00:00:00Z,2026-05-31T00:00:00Z,Azure,Compute,Azure Functions,func-main,functions,EP1,eastus,24,Hours,On-Demand,7.5632,7.5632,7.5632,USD,"{""env"":""prod"",""team"":""api""}",32.9
acct-0001,2026-05-30T00:00:00Z,2026-05-31T00:00:00Z,Azure,Networking,Bandwidth,bw-out,bandwidth,Outbound,eastus,26.39,USD,On-Demand,26.3907,26.3907,26.3907,USD,"{""env"":""prod"",""team"":""platform""}",
acct-0001,2026-05-30T00:00:00Z,2026-05-31T00:00:00Z,GCP,Compute,Kubernetes Engine,gke-prod,gke-cluster,n2-standard-8,us-central1,96,Hours,On-Demand,42.2995,42.2995,42.2995,USD,"{""env"":""prod"",""team"":""api""}",71.1
acct-0001,2026-05-30T00:00:00Z,2026-05-31T00:00:00Z,GCP,Compute,Compute Engine,gce-vms,compute-vms,n2-standard-4,us-central1,72,Hours,On-Demand,15.1329,15.1329,15.1329,USD,"{""env"":""prod"",""team"":""web""}",30.6
acct-0001,2026-05-30T00:00:00Z,2026-05-31T00:00:00Z,GCP,Compute,Compute Engine,gce-dev,dev-vms,e2-medium,us-central1,144,Hours,On-Demand,5.4194,5.4194,5.4194,USD,"{""env"":""dev"",""team"":""platform""}",1.6
acct-0001,2026-05-30T00:00:00Z,2026-05-31T00:00:00Z,GCP,Databases,Cloud SQL,csql-main,cloud-sql,db-custom-8-32768,us-central1,37.43,USD,On-Demand,37.4309,37.4309,37.4309,USD,"{""env"":""prod"",""team"":""data""}",52.1
acct-0001,2026-05-30T00:00:00Z,2026-05-31T00:00:00Z,GCP,Analytics,BigQuery,bq-main,bigquery,On-demand,us,23.07,USD,On-Demand,23.0737,23.0737,23.0737,USD,"{""env"":""prod"",""team"":""data""}",
acct-0001,2026-05-30T00:00:00Z,2026-05-31T00:00:00Z,GCP,Storage,Cloud Storage,gcs-data,gcs-data,Standard,us-central1,977.3,GB-Month,On-Demand,19.5469,19.5469,19.5469,USD,"{""env"":""prod"",""team"":""data""}",
acct-0001,2026-05-30T00:00:00Z,2026-05-31T00:00:00Z,GCP,Storage,Cloud Storage,gcs-archive,gcs-archive,Standard,us-central1,701.5,GB-Month,On-Demand,14.0295,14.0295,14.0295,USD,"{""env"":""prod"",""team"":""platform""}",
acct-0001,2026-05-30T00:00:00Z,2026-05-31T00:00:00Z,GCP,Compute,Cloud Run,run-svcs,cloud-run,2 vCPU,us-central1,192,Hours,On-Demand,7.3450,7.3450,7.3450,USD,"{""env"":""prod"",""team"":""api""}",22.4
acct-0001,2026-05-30T00:00:00Z,2026-05-31T00:00:00Z,GCP,Networking,Network Egress,egress,egress,Outbound,us-central1,28.36,USD,On-Demand,28.3566,28.3566,28.3566,USD,"{""env"":""prod"",""team"":""platform""}",
acct-0001,2026-05-31T00:00:00Z,2026-06-01T00:00:00Z,AWS,Compute,Amazon EC2,i-0a1prodapi,prod-api-cluster,m5.2xlarge,us-east-1,96,Hours,Committed,38.6684,23.2011,23.2011,USD,"{""env"":""prod"",""team"":""api""}",60.9
acct-0001,2026-05-31T00:00:00Z,2026-06-01T00:00:00Z,AWS,Compute,Amazon EC2,i-0b2prodweb,prod-web-asg,c5.xlarge,us-east-1,144,Hours,On-Demand,23.3838,23.3838,23.3838,USD,"{""env"":""prod"",""team"":""web""}",37.0
acct-0001,2026-05-31T00:00:00Z,2026-06-01T00:00:00Z,AWS,Compute,Amazon EC2,i-0c3staging,staging-servers,m5.xlarge,us-east-1,72,Hours,On-Demand,15.8812,15.8812,15.8812,USD,"{""env"":""staging"",""team"":""web""}",20.4
acct-0001,2026-05-31T00:00:00Z,2026-06-01T00:00:00Z,AWS,Compute,Amazon EC2,i-0d4dev,dev-instances,t3.large,us-west-2,192,Hours,On-Demand,15.4785,15.4785,15.4785,USD,"{""env"":""dev"",""team"":""platform""}",4.1
acct-0001,2026-05-31T00:00:00Z,2026-06-01T00:00:00Z,AWS,Databases,Amazon RDS,db-prod-primary,prod-database,db.r5.2xlarge,us-east-1,47.42,USD,On-Demand,47.4166,47.4166,47.4166,USD,"{""env"":""prod"",""team"":""data""}",54.9
acct-0001,2026-05-31T00:00:00Z,2026-06-01T00:00:00Z,AWS,Databases,Amazon RDS,db-analytics,analytics-db,db.r5.xlarge,us-east-1,10.93,USD,On-Demand,10.9280,10.9280,10.9280,USD,"{""env"":""prod"",""team"":""data""}",29.3
acct-0001,2026-05-31T00:00:00Z,2026-06-01T00:00:00Z,AWS,Storage,Amazon S3,s3-app-data,app-data,Standard,us-east-1,515.4,GB-Month,On-Demand,10.3080,10.3080,10.3080,USD,"{""env"":""prod"",""team"":""data""}",
acct-0001,2026-05-31T00:00:00Z,2026-06-01T00:00:00Z,AWS,Storage,Amazon S3,s3-logs-archive,logs-archive,Standard,us-east-1,1904.9,GB-Month,On-Demand,38.0977,38.0977,38.0977,USD,"{""env"":""prod"",""team"":""platform""}",
acct-0001,2026-05-31T00:00:00Z,2026-06-01T00:00:00Z,AWS,Databases,Amazon ElastiCache,cache-prod,prod-cache,cache.r6g.xlarge,us-east-1,22.32,USD,On-Demand,22.3167,22.3167,22.3167,USD,"{""env"":""prod"",""team"":""api""}",54.7
acct-0001,2026-05-31T00:00:00Z,2026-06-01T00:00:00Z,AWS,Compute,AWS Lambda,fn-api,api-functions,1024 MB,us-east-1,6.45,USD,On-Demand,6.4509,6.4509,6.4509,USD,"{""env"":""prod"",""team"":""api""}",
acct-0001,2026-05-31T00:00:00Z,2026-06-01T00:00:00Z,AWS,Networking,Amazon CloudFront,cf-dist,cdn-distribution,Global,global,16.4,USD,On-Demand,16.4035,16.4035,16.4035,USD,"{""env"":""prod"",""team"":""web""}",
acct-0001,2026-05-31T00:00:00Z,2026-06-01T00:00:00Z,AWS,Networking,AWS Data Transfer,dt-out,data-transfer,Outbound,us-east-1,35.34,USD,On-Demand,35.3422,35.3422,35.3422,USD,"{""env"":""prod"",""team"":""platform""}",
acct-0001,2026-05-31T00:00:00Z,2026-06-01T00:00:00Z,Azure,Compute,Virtual Machines,vm-prod,prod-vms,Standard_D4s_v3,eastus,120,Hours,Committed,25.8858,15.5315,15.5315,USD,"{""env"":""prod"",""team"":""web""}",62.1
acct-0001,2026-05-31T00:00:00Z,2026-06-01T00:00:00Z,Azure,Compute,Azure Kubernetes Service,aks-prod,aks-cluster,Standard_D8s_v3,eastus,72,Hours,On-Demand,35.1319,35.1319,35.1319,USD,"{""env"":""prod"",""team"":""api""}",55.8
acct-0001,2026-05-31T00:00:00Z,2026-06-01T00:00:00Z,Azure,Compute,Virtual Machines,vm-staging,staging-vms,Standard_B4ms,eastus,96,Hours,On-Demand,16.2362,16.2362,16.2362,USD,"{""env"":""staging"",""team"":""web""}",9.3
acct-0001,2026-05-31T00:00:00Z,2026-06-01T00:00:00Z,Azure,Databases,Azure SQL Database,sql-primary,sql-primary,BC_Gen5_8,eastus,72.65,USD,On-Demand,72.6499,72.6499,72.6499,USD,"{""env"":""prod"",""team"":""data""}",56.0
acct-0001,2026-05-31T00:00:00Z,2026-06-01T00:00:00Z,Azure,Databases,Azure Cosmos DB,cosmos-main,cosmos-db,400 RU/s,eastus,20.89,USD,On-Demand,20.8884,20.8884,20.8884,USD,"{""env"":""prod"",""team"":""api""}",26.3
acct-0001,2026-05-31T00:00:00Z,2026-06-01T00:00:00Z,Azure,Storage,Azure Blob Storage,blob-data,blob-storage,Hot,eastus,1375.2,GB-Month,On-Demand,27.5038,27.5038,27.5038,USD,"{""env"":""prod"",""team"":""data""}",
acct-0001,2026-05-31T00:00:00Z,2026-06-01T00:00:00Z,Azure,Storage,Azure Blob Storage,blob-archive,archive-storage,Hot,eastus,1678.1,GB-Month,On-Demand,33.5627,33.5627,33.5627,USD,"{""env"":""prod"",""team"":""platform""}",
acct-0001,2026-05-31T00:00:00Z,2026-06-01T00:00:00Z,Azure,Compute,App Service,app-svc,app-service,P2v3,eastus,48,Hours,On-Demand,22.4305,22.4305,22.4305,USD,"{""env"":""prod"",""team"":""web""}",38.3
acct-0001,2026-05-31T00:00:00Z,2026-06-01T00:00:00Z,Azure,Compute,Azure Functions,func-main,functions,EP1,eastus,24,Hours,On-Demand,6.5999,6.5999,6.5999,USD,"{""env"":""prod"",""team"":""api""}",23.9
acct-0001,2026-05-31T00:00:00Z,2026-06-01T00:00:00Z,Azure,Networking,Bandwidth,bw-out,bandwidth,Outbound,eastus,30.64,USD,On-Demand,30.6414,30.6414,30.6414,USD,"{""env"":""prod"",""team"":""platform""}",
acct-0001,2026-05-31T00:00:00Z,2026-06-01T00:00:00Z,GCP,Compute,Kubernetes Engine,gke-prod,gke-cluster,n2-standard-8,us-central1,96,Hours,On-Demand,42.2277,42.2277,42.2277,USD,"{""env"":""prod"",""team"":""api""}",55.2
acct-0001,2026-05-31T00:00:00Z,2026-06-01T00:00:00Z,GCP,Compute,Compute Engine,gce-vms,compute-vms,n2-standard-4,us-central1,72,Hours,On-Demand,14.4781,14.4781,14.4781,USD,"{""env"":""prod"",""team"":""web""}",28.9
acct-0001,2026-05-31T00:00:00Z,2026-06-01T00:00:00Z,GCP,Compute,Compute Engine,gce-dev,dev-vms,e2-medium,us-central1,144,Hours,On-Demand,5.7108,5.7108,5.7108,USD,"{""env"":""dev"",""team"":""platform""}",15.9
acct-0001,2026-05-31T00:00:00Z,2026-06-01T00:00:00Z,GCP,Databases,Cloud SQL,csql-main,cloud-sql,db-custom-8-32768,us-central1,39.96,USD,On-Demand,39.9626,39.9626,39.9626,USD,"{""env"":""prod"",""team"":""data""}",38.0
acct-0001,2026-05-31T00:00:00Z,2026-06-01T00:00:00Z,GCP,Analytics,BigQuery,bq-main,bigquery,On-demand,us,27.28,USD,On-Demand,27.2761,27.2761,27.2761,USD,"{""env"":""prod"",""team"":""data""}",
acct-0001,2026-05-31T00:00:00Z,2026-06-01T00:00:00Z,GCP,Storage,Cloud Storage,gcs-data,gcs-data,Standard,us-central1,980.3,GB-Month,On-Demand,19.6062,19.6062,19.6062,USD,"{""env"":""prod"",""team"":""data""}",
acct-0001,2026-05-31T00:00:00Z,2026-06-01T00:00:00Z,GCP,Storage,Cloud Storage,gcs-archive,gcs-archive,Standard,us-central1,703.9,GB-Month,On-Demand,14.0771,14.0771,14.0771,USD,"{""env"":""prod"",""team"":""platform""}",
acct-0001,2026-05-31T00:00:00Z,2026-06-01T00:00:00Z,GCP,Compute,Cloud Run,run-svcs,cloud-run,2 vCPU,us-central1,192,Hours,On-Demand,7.7829,7.7829,7.7829,USD,"{""env"":""prod"",""team"":""api""}",33.4
acct-0001,2026-05-31T00:00:00Z,2026-06-01T00:00:00Z,GCP,Networking,Network Egress,egress,egress,Outbound,us-central1,26.15,USD,On-Demand,26.1489,26.1489,26.1489,USD,"{""env"":""prod"",""team"":""platform""}",
acct-0001,2026-06-01T00:00:00Z,2026-06-02T00:00:00Z,AWS,Compute,Amazon EC2,i-0a1prodapi,prod-api-cluster,m5.2xlarge,us-east-1,96,Hours,Committed,42.7806,25.6684,25.6684,USD,"{""env"":""prod"",""team"":""api""}",78.1
acct-0001,2026-06-01T00:00:00Z,2026-06-02T00:00:00Z,AWS,Compute,Amazon EC2,i-0b2prodweb,prod-web-asg,c5.xlarge,us-east-1,144,Hours,On-Demand,27.2210,27.2210,27.2210,USD,"{""env"":""prod"",""team"":""web""}",42.4
acct-0001,2026-06-01T00:00:00Z,2026-06-02T00:00:00Z,AWS,Compute,Amazon EC2,i-0c3staging,staging-servers,m5.xlarge,us-east-1,72,Hours,On-Demand,15.5153,15.5153,15.5153,USD,"{""env"":""staging"",""team"":""web""}",21.5
acct-0001,2026-06-01T00:00:00Z,2026-06-02T00:00:00Z,AWS,Compute,Amazon EC2,i-0d4dev,dev-instances,t3.large,us-west-2,192,Hours,On-Demand,16.3098,16.3098,16.3098,USD,"{""env"":""dev"",""team"":""platform""}",14.6
acct-0001,2026-06-01T00:00:00Z,2026-06-02T00:00:00Z,AWS,Databases,Amazon RDS,db-prod-primary,prod-database,db.r5.2xlarge,us-east-1,50.43,USD,On-Demand,50.4303,50.4303,50.4303,USD,"{""env"":""prod"",""team"":""data""}",55.2
acct-0001,2026-06-01T00:00:00Z,2026-06-02T00:00:00Z,AWS,Databases,Amazon RDS,db-analytics,analytics-db,db.r5.xlarge,us-east-1,15.66,USD,On-Demand,15.6568,15.6568,15.6568,USD,"{""env"":""prod"",""team"":""data""}",27.4
acct-0001,2026-06-01T00:00:00Z,2026-06-02T00:00:00Z,AWS,Storage,Amazon S3,s3-app-data,app-data,Standard,us-east-1,520.7,GB-Month,On-Demand,10.4134,10.4134,10.4134,USD,"{""env"":""prod"",""team"":""data""}",
acct-0001,2026-06-01T00:00:00Z,2026-06-02T00:00:00Z,AWS,Storage,Amazon S3,s3-logs-archive,logs-archive,Standard,us-east-1,1908.3,GB-Month,On-Demand,38.1651,38.1651,38.1651,USD,"{""env"":""prod"",""team"":""platform""}",
acct-0001,2026-06-01T00:00:00Z,2026-06-02T00:00:00Z,AWS,Databases,Amazon ElastiCache,cache-prod,prod-cache,cache.r6g.xlarge,us-east-1,25.85,USD,On-Demand,25.8484,25.8484,25.8484,USD,"{""env"":""prod"",""team"":""api""}",46.6
acct-0001,2026-06-01T00:00:00Z,2026-06-02T00:00:00Z,AWS,Compute,AWS Lambda,fn-api,api-functions,1024 MB,us-east-1,11.11,USD,On-Demand,11.1084,11.1084,11.1084,USD,"{""env"":""prod"",""team"":""api""}",
acct-0001,2026-06-01T00:00:00Z,2026-06-02T00:00:00Z,AWS,Networking,Amazon CloudFront,cf-dist,cdn-distribution,Global,global,14.77,USD,On-Demand,14.7697,14.7697,14.7697,USD,"{""env"":""prod"",""team"":""web""}",
acct-0001,2026-06-01T00:00:00Z,2026-06-02T00:00:00Z,AWS,Networking,AWS Data Transfer,dt-out,data-transfer,Outbound,us-east-1,33.77,USD,On-Demand,33.7721,33.7721,33.7721,USD,"{""env"":""prod"",""team"":""platform""}",
acct-0001,2026-06-01T00:00:00Z,2026-06-02T00:00:00Z,Azure,Compute,Virtual Machines,vm-prod,prod-vms,Standard_D4s_v3,eastus,120,Hours,Committed,27.6389,16.5834,16.5834,USD,"{""env"":""prod"",""team"":""web""}",69.5
acct-0001,2026-06-01T00:00:00Z,2026-06-02T00:00:00Z,Azure,Compute,Azure Kubernetes Service,aks-prod,aks-cluster,Standard_D8s_v3,eastus,72,Hours,On-Demand,28.9356,28.9356,28.9356,USD,"{""env"":""prod"",""team"":""api""}",51.7
acct-0001,2026-06-01T00:00:00Z,2026-06-02T00:00:00Z,Azure,Compute,Virtual Machines,vm-staging,staging-vms,Standard_B4ms,eastus,96,Hours,On-Demand,15.3210,15.3210,15.3210,USD,"{""env"":""staging"",""team"":""web""}",10.5
acct-0001,2026-06-01T00:00:00Z,2026-06-02T00:00:00Z,Azure,Databases,Azure SQL Database,sql-primary,sql-primary,BC_Gen5_8,eastus,64.44,USD,On-Demand,64.4429,64.4429,64.4429,USD,"{""env"":""prod"",""team"":""data""}",62.4
acct-0001,2026-06-01T00:00:00Z,2026-06-02T00:00:00Z,Azure,Databases,Azure Cosmos DB,cosmos-main,cosmos-db,400 RU/s,eastus,21.96,USD,On-Demand,21.9568,21.9568,21.9568,USD,"{""env"":""prod"",""team"":""api""}",37.5
acct-0001,2026-06-01T00:00:00Z,2026-06-02T00:00:00Z,Azure,Storage,Azure Blob Storage,blob-data,blob-storage,Hot,eastus,1383.5,GB-Month,On-Demand,27.6698,27.6698,27.6698,USD,"{""env"":""prod"",""team"":""data""}",
acct-0001,2026-06-01T00:00:00Z,2026-06-02T00:00:00Z,Azure,Storage,Azure Blob Storage,blob-archive,archive-storage,Hot,eastus,1723.7,GB-Month,On-Demand,34.4744,34.4744,34.4744,USD,"{""env"":""prod"",""team"":""platform""}",
acct-0001,2026-06-01T00:00:00Z,2026-06-02T00:00:00Z,Azure,Compute,App Service,app-svc,app-service,P2v3,eastus,48,Hours,On-Demand,17.2640,17.2640,17.2640,USD,"{""env"":""prod"",""team"":""web""}",53.0
acct-0001,2026-06-01T00:00:00Z,2026-06-02T00:00:00Z,Azure,Compute,Azure Functions,func-main,functions,EP1,eastus,24,Hours,On-Demand,8.9921,8.9921,8.9921,USD,"{""env"":""prod"",""team"":""api""}",34.5
acct-0001,2026-06-01T00:00:00Z,2026-06-02T00:00:00Z,Azure,Networking,Bandwidth,bw-out,bandwidth,Outbound,eastus,30.09,USD,On-Demand,30.0901,30.0901,30.0901,USD,"{""env"":""prod"",""team"":""platform""}",
acct-0001,2026-06-01T00:00:00Z,2026-06-02T00:00:00Z,GCP,Compute,Kubernetes Engine,gke-prod,gke-cluster,n2-standard-8,us-central1,96,Hours,On-Demand,44.0942,44.0942,44.0942,USD,"{""env"":""prod"",""team"":""api""}",72.9
acct-0001,2026-06-01T00:00:00Z,2026-06-02T00:00:00Z,GCP,Compute,Compute Engine,gce-vms,compute-vms,n2-standard-4,us-central1,72,Hours,On-Demand,14.8180,14.8180,14.8180,USD,"{""env"":""prod"",""team"":""web""}",39.8
acct-0001,2026-06-01T00:00:00Z,2026-06-02T00:00:00Z,GCP,Compute,Compute Engine,gce-dev,dev-vms,e2-medium,us-central1,144,Hours,On-Demand,5.0898,5.0898,5.0898,USD,"{""env"":""dev"",""team"":""platform""}",7.7
acct-0001,2026-06-01T00:00:00Z,2026-06-02T00:00:00Z,GCP,Databases,Cloud SQL,csql-main,cloud-sql,db-custom-8-32768,us-central1,32.97,USD,On-Demand,32.9697,32.9697,32.9697,USD,"{""env"":""prod"",""team"":""data""}",44.5
acct-0001,2026-06-01T00:00:00Z,2026-06-02T00:00:00Z,GCP,Analytics,BigQuery,bq-main,bigquery,On-demand,us,23.14,USD,On-Demand,23.1352,23.1352,23.1352,USD,"{""env"":""prod"",""team"":""data""}",
acct-0001,2026-06-01T00:00:00Z,2026-06-02T00:00:00Z,GCP,Storage,Cloud Storage,gcs-data,gcs-data,Standard,us-central1,963.2,GB-Month,On-Demand,19.2639,19.2639,19.2639,USD,"{""env"":""prod"",""team"":""data""}",
acct-0001,2026-06-01T00:00:00Z,2026-06-02T00:00:00Z,GCP,Storage,Cloud Storage,gcs-archive,gcs-archive,Standard,us-central1,689.4,GB-Month,On-Demand,13.7883,13.7883,13.7883,USD,"{""env"":""prod"",""team"":""platform""}",
acct-0001,2026-06-01T00:00:00Z,2026-06-02T00:00:00Z,GCP,Compute,Cloud Run,run-svcs,cloud-run,2 vCPU,us-central1,192,Hours,On-Demand,10.8096,10.8096,10.8096,USD,"{""env"":""prod"",""team"":""api""}",32.3
acct-0001,2026-06-01T00:00:00Z,2026-06-02T00:00:00Z,GCP,Networking,Network Egress,egress,egress,Outbound,us-central1,27.34,USD,On-Demand,27.3354,27.3354,27.3354,USD,"{""env"":""prod"",""team"":""platform""}",
acct-0001,2026-06-02T00:00:00Z,2026-06-03T00:00:00Z,AWS,Compute,Amazon EC2,i-0a1prodapi,prod-api-cluster,m5.2xlarge,us-east-1,96,Hours,Committed,35.2466,21.1480,21.1480,USD,"{""env"":""prod"",""team"":""api""}",72.7
acct-0001,2026-06-02T00:00:00Z,2026-06-03T00:00:00Z,AWS,Compute,Amazon EC2,i-0b2prodweb,prod-web-asg,c5.xlarge,us-east-1,144,Hours,On-Demand,24.8172,24.8172,24.8172,USD,"{""env"":""prod"",""team"":""web""}",52.5
acct-0001,2026-06-02T00:00:00Z,2026-06-03T00:00:00Z,AWS,Compute,Amazon EC2,i-0c3staging,staging-servers,m5.xlarge,us-east-1,72,Hours,On-Demand,14.7497,14.7497,14.7497,USD,"{""env"":""staging"",""team"":""web""}",15.0
acct-0001,2026-06-02T00:00:00Z,2026-06-03T00:00:00Z,AWS,Compute,Amazon EC2,i-0d4dev,dev-instances,t3.large,us-west-2,192,Hours,On-Demand,18.2833,18.2833,18.2833,USD,"{""env"":""dev"",""team"":""platform""}",9.2
acct-0001,2026-06-02T00:00:00Z,2026-06-03T00:00:00Z,AWS,Databases,Amazon RDS,db-prod-primary,prod-database,db.r5.2xlarge,us-east-1,50.11,USD,On-Demand,50.1074,50.1074,50.1074,USD,"{""env"":""prod"",""team"":""data""}",61.6
acct-0001,2026-06-02T00:00:00Z,2026-06-03T00:00:00Z,AWS,Databases,Amazon RDS,db-analytics,analytics-db,db.r5.xlarge,us-east-1,11.72,USD,On-Demand,11.7226,11.7226,11.7226,USD,"{""env"":""prod"",""team"":""data""}",32.8
acct-0001,2026-06-02T00:00:00Z,2026-06-03T00:00:00Z,AWS,Storage,Amazon S3,s3-app-data,app-data,Standard,us-east-1,518.5,GB-Month,On-Demand,10.3697,10.3697,10.3697,USD,"{""env"":""prod"",""team"":""data""}",
acct-0001,2026-06-02T00:00:00Z,2026-06-03T00:00:00Z,AWS,Storage,Amazon S3,s3-logs-archive,logs-archive,Standard,us-east-1,1870.6,GB-Month,On-Demand,37.4129,37.4129,37.4129,USD,"{""env"":""prod"",""team"":""platform""}",
acct-0001,2026-06-02T00:00:00Z,2026-06-03T00:00:00Z,AWS,Databases,Amazon ElastiCache,cache-prod,prod-cache,cache.r6g.xlarge,us-east-1,23.28,USD,On-Demand,23.2806,23.2806,23.2806,USD,"{""env"":""prod"",""team"":""api""}",59.5
